SL,Compounds,   PID,BBB-Class,References,,
1,SCC(=O)[C@@]1(O)[C@@]2(C)[C@H]([C@H]3[C@H]([C@H](O)C2)[C@]2(C)C(=CC(=O)CC2)CC3)CC1,NA,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,BBB-Class 1: Permeable
1811,CN1C(=O)CC[C@@]1([H])C2=CC=CN=C2,854019,1,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1812,CN1C(=O)CC(C1=O)c2ccccc2,6839,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1813,CN1C(=O)CC(C)(C1=O)c1ccccc1,6476,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1814,CN1C(=O)C[S]/C1=C/C(=O)N/C2=C(/C)C=C/C=C2/[Cl],6436118,1,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1815,CN1C(=NC(=O)C(=O)N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)O,5479530,0,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1816,CN1[C@H]2[C@@H]3[C@](c4c(ccc(C)c4)C2)(CC1)CCCC3,6602336,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
1817,CN1[C@H](c2cnccc2)CCC1,89594,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
1818,CN1[C@H](c2ccccc2)Cc2c(N=C1C)cccc2,76956710,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
1819,CN1[C@@H](C)[C@@H](c2ccccc2)OCC1,6101744,1,Roy et al. ACS Omega. 2019; 4(16):16774-16780. DOI: 10.1021/acsomega.9b01512,,
1820,CN1[C@@]2([H])CC[C@@]1([H])C[C@@]([H])(C2)OC(=O)[C@@]([H])(CO)C3=CC=CC=C3,174174,1,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1821,CN1(=O)C2CCC1CC(C2)OC(=O)C(CO)c3ccccc3,20710,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1822,CN1(=O)[C@@]2([H])CC[C@@]1([H])C[C@@]([H])(C2)OC(=O)[C@@]([H])(CO)C3=CC=CC=C3,3000668,1,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1823,CN[C@@]3([H])[C@@](O)([H])[C@@]2([H])O[C@@]([H])(O[C@@]1([H])[C@@](N)([H])C[C@@](N)([H])[C@@](O)([H])[C@@]1(O)[H])[C@@](N)([H])C[C@@]2([H])O[C@@]3([H])O[C@@]4([H])O[C@@]([H])(CO)[C@@](N)([H])[C@@](O)([H])[C@@]4(O)[H],3081545,0,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1824,CN[C@@]2([H])CC[C@@]([H])(C1=C/C=C(/[Cl])C([Cl])=C1)C3=CC=CC=C23,68617,1,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1825,CN[C@@]2([H])C[C@@]([H])(C1=C/C=C(/[Cl])C([Cl])=C1)C3=CC=CC=C23,126280,1,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1826,CN[C@@]1([H])[C@@](O)([H])[C@@](O)([H])[C@@]([H])(CO)O[C@@]1([H])O[C@@]2([H])[C@@]([H])(O[C@@](C)([H])[C@@]2(O)CO)O[C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@@]([H])(NC(N)=N)[C@@](O)([H])[C@@]3([H])NC(N)=N,439369,0,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1827,CN[C@@]1([H])[C@@](O)([H])[C@@](O)([H])[C@@]([H])(CO)O[C@@]1([H])O[C@@]2([H])[C@@]([H])(O[C@@](C)([H])[C@@]2(O)C=O)O[C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@@]([H])(NC(N)=N)[C@@](O)([H])[C@@]3([H])NC(N)=N,19649,0,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1828,CN[C@@]1([H])[C@@](O)([H])[C@@]([H])(OC[C@@]1(C)O)O[C@@]3([H])[C@@](N)([H])C[C@@](N)([H])[C@@]([H])(O[C@@]2([H])OC(=CC[C@@]2(N)[H])CN)[C@@]3(O)[H],36119,0,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1829,CN[C@@](C)([H])C/C1=C/C=CC=C1,10836,1,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1830,CN/C2=N/C1=C/C=C(/[Cl])C=C1C(=N(=O)C2)C3=CC=CC=C3,2712,1,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1831,CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O,5300,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1832,CN(CCOC(c1ccccc1)c2ccccc2)CC=Cc3ccccc3,193979,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1833,CN(CCOC([H])(C1=CC=CC=C1)C2=CC=CC=C2)C/C=C/C3=C/C=CC=C3,6443800,1,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1834,CN(CCCO/C1=C/C=C(/[Cl])C=C1[Cl])CC#C,4380,1,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1835,CN(CCCN2c1ccccc1CCc3ccccc23)CC(=O)c4ccc(Cl)cc4,3947,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1836,CN(CCc2cc3cccc4CCc1ccccc1n2c34)Cc5ccccc5,65468,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1837,CN(Cc2cnc1nc(N)nc(N)c1n2)c3ccc(cc3)C(=O)NC(CCC(O)=O)C(O)=O,4112,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1838,CN(CC#C)C/C1=C/C=CC=C1,4688,1,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1839,CN(C2CCC1(CCCO1)CC2N3CCCC3)C(=O)Cc4ccc(Cl)c(Cl)c4,5620,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1840,CN(C1CCN(CC1)CC(O)COc2ccc(F)cc2)c4nc3ccccc3s4,59823,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1841,CN(C1CCCCC1N2CCCC2)C(=O)Cc3ccc(Cl)c(Cl)c3,5619,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1842,CN(C/C2=C/N=C1/N=C(/N)N=C(N)C1=N2)C3=CC=C(C=C3)C(=O)N[C@@]([H])(CCC(O)=O)C(O)=O,126941,0,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1843,CN(C)S(=O)(=O)c4ccc3Sc1ccccc1N(CCCN2CCC(CCO)CC2)c3c4,62867,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1844,CN(C)N=Nc1[nH]cnc1C(N)=O,65856,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1845,CN(C)CCON=C2c1ccccc1CCc3ccccc23,21087,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1846,CN(C)CCOC2=Cc1ccccc1Sc3ccc(Cl)cc23,5736,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1847,CN(C)CCOC1(CC2CCC1(C)C2(C)C)Cc3ccccc3,3052772,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1848,CN(C)CCOC(c1ccccc1)c2ccccc2C(C)(C)C,21916,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1849,CN(C)CCOC(c1ccccc1)c2ccccc2C,4601,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1850,CN(C)CCOC(c1ccccc1)c2ccccc2,3100,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1851,CN(C)CCOC(c1ccccc1)c2ccc(Br)cc2,2444,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1852,CN(C)CCOC(C)(c1ccccc1)c2ccccn2,3162,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1853,CN(C)CCOC(C)(c1ccccc1)c2ccc(Cl)cc2,6475,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1854,CN(C)CCOC(=O)CCC1CCCCC1,71875,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1855,CN(C)CCO,7902,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1856,CN(C)CCN2C(=O)c1ccccc1N(C)c3ccccc23,9419,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1857,CN(C)CCn1nnnc1SCC2=C(N4C(SC2)C(NC(=O)Cc3csc(N)n3)C4=O)C(O)=O,2635,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1858,CN(C)CCN1N=N/N=C1/[S]CC=2C[S][C@@]3([H])N(C=2C(O)=O)C(=O)[C@@]3([H])NC(=O)C/C4=C/[S]C(N)=N4,43708,0,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1859,CN(C)CCn1cnc2n(C)c(=O)n(C)c(=O)c12,10612,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1860,CN(C)CCN1CCN(C1=O)c2cccc(Cl)c2,23728,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1861,CN(C)CCN1C(=O)CC(Sc2ccccc12)c1ccccc1,22107,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1862,CN(C)CCN(Cc1cccs1)c2ccccn2,4098,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1863,CN(C)CCN(C)n2cc(c1ccccc1)c3ccccc23,42510,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1864,CN(C)CCCN2Cc1ccccc1Cc3ccccc23,299322,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1865,CN(C)CCCN2Cc1ccccc1C(=C)c3ccccc23,208922,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1866,CN(C)CCCn2cc(c1ccccc1)c(n2)c3ccccc3,54567,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1867,CN(C)CCCn2c1CCCCCCc1c3ccccc23,21722,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1868,CN(C)CCCN2c1ccccc1Sc3cccnc23,14670,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1869,CN(C)CCCN2c1ccccc1Sc3ccccc23,4926,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1870,CN(C)CCCN2c1ccccc1Sc3ccc(Cl)cc23,2726,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1871,CN(C)CCCN2c1ccccc1Sc3ccc(cc23)C(F)(F)F,5568,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1872,CN(C)CCCN2c1ccccc1Sc3ccc(cc23)C(C)=O,6077,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1873,CN(C)CCCN2c1ccccc1CCc3ccccc23,3696,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1874,CN(C)CCCN2c1ccccc1CCc3ccc(Cl)cc23,2801,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1875,CN(C)CCCN2c1ccccc1C=Cc3sccc23,216992,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1876,CN(C)CCCN2c1ccccc1C=Cc3ccccc23,67534,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1877,CN(C)CCCN2c1ccccc1C(C)(C)c3ccccc23,94280,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1878,CN(C)CCCN2c1ccccc1C(=Nc3cccnc23)c4ccccc4,54961,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1879,CN(C)CCCN2C1=CC=CC=C1CCC3=C/C=C(/C#N)C=C23,48126,1,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1880,CN(C)CCCn2c(=O)n(c1ccccc1)c3cc(Cl)ccc23,20883,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1881,CN(C)CCCn2c(=O)c1ccccc1c3ccccc23,28692,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1882,CN(C)CCCN1c2ccccc2CC(=O)c2ccccc12,28424,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1883,CN(C)CCCC2c1ccccc1Nc3ccc(Cl)cc23,21382,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1884,CN(C)CCC2(CCc1ccccc1C2=O)c3ccccc3,174100,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1885,CN(C)CCc1c[nH]c2cccc(OP(O)(O)=O)c12,10624,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1886,CN(C)CCC1(C=Cc2ccccc12)c3ccccc3,23878,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1887,CN(C)CCC1(C)OCCC2=C1Cc3ccccc23,431429,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1888,CN(C)CCC=C2c1ccccc1Sc3ccccc23,71115,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1889,CN(C)CCC=C2c1ccccc1CSc3ccccc23,3155,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1890,CN(C)CCC=C2c1ccccc1COc3ccccc23,3158,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1891,CN(C)CCC=C2c1ccccc1CNc3cc(Cl)ccc23,77910625,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1892,CN(C)CCC=C2c1ccccc1CCc3ccccc23,2160,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1893,CN(C)CCC=C2c1ccccc1C=Cc3ccccc23,2895,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1894,CN(C)CCC=C2c1ccccc1C(C)(C)c3ccccc23,25382,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1895,CN(C)CCC[C@@]1(OCC2=CC(C#N)=CC=C12)C3=C/C=C(/[F])C=C3,2771,1,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1896,CN(C)CCC(C1CCCCC1)c2ccccc2,31041,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1897,CN(C)CCC(=O)COc1ccc(Cl)cc1,NA,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1898,CN(C)CCC(=O)CO/C1=C/C=C(/[Cl])C=C1,4039,1,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1899,CN(C)Cc3nnc4CN=C(c1ccccc1)c2cc(Cl)ccc2n34,37632,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1900,CN(C)Cc3ccc(CSCCNc2nc(=O)c(Cc1ccc(C)nc1)c[nH]2)o3,4375468,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1901,CN(C)CC2=Cc1ccccc1Sc3ccccc23,71644,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1902,CN(C)Cc1oc(cc1)CSCCNC=1NC=C(CN1)Cc1cnc(cc1)C,NA,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1903,CN(C)CC1COC3(O1)c2ccccc2COc4ccccc34,68674,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1904,CN(C)CC=C(c1ccc(Br)cc1)c2cccnc2,41987,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1905,CN(C)CC=1OC(=CC=1)C[S]CCN/C2=N/C=C(CN2)C/C3=C/N=C(/C)C=C3,NA,0,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1906,CN(C)CC(Oc1ccccc1)Oc2ccccc2,36109,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1907,CN(C)CC(O)C(c1ccccc1)c2cccc(Cl)c2,10108256,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1908,CN(C)CC(CN2c1ccccc1Sc3ccccc23)N(C)C,19392,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1909,CN(C)CC(=O)N2c1ccccc1Sc3ccccc23,68846,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1910,CN(C)CC(=O)C=C2c1ccccc1CCc3ccccc23,71935,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1911,CN(C)CC#C/C=C2/C1=CC=CC=C1C=CC3=CC=CC=C23,71397,1,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1912,CN(C)C4C3CC2Cc1ccc(N)c(O)c1C(=O)C2=C(O)C3(O)C(=O)C(=C4O)C(N)=O,54707148,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1913,CN(C)C4C3CC2Cc1c(ccc(O)c1C(=O)C2=C(O)C3(O)C(=O)C(=C4O)C(N)=O)N(C)C,54687237,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1914,CN(C)C4C3CC2Cc1c(ccc(O)c1C(=O)C2=C(O)C3(O)C(=O)C(=C4O)C(N)=O)N(=O)=O,54707151,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1915,CN(C)C4C3CC2C(O)c1cccc(O)c1C(=O)C2=C(O)C3(O)C(=O)C(=C4O)C(N)=O,54680095,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1916,CN(C)C4C3CC2C(O)c1c(Cl)ccc(O)c1C(=O)C2=C(O)C3(O)C(=O)C(=C4O)C(N)=O,54680103,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1917,CN(C)C4C3C(O)C2C(=C)c1cccc(O)c1C(=O)C2=C(O)C3(O)C(=O)C(=C4O)C(N)=O,54676011,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1918,CN(C)C4C3C(O)C2C(=C)c1c(Cl)ccc(O)c1C(=O)C2=C(O)C3(O)C(=O)C(=C4O)C(N)=O,54684337,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1919,CN(C)C3CCc2[nH]c1c(F)cc(F)cc1c2C3,38531,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1920,CN(C)C2C1CC7C(=C(O)C1(O)C(=O)C(=C2O)C(=O)NCNC(C(=O)NC4C3SC(C)(C)C(N3C4=O)C(O)=O)c5ccccc5)C(=O)c6c(O)cccc6C7(C)O,54716881,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1921,CN(C)C2C1CC5C(=C(O)C1(O)C(=O)C(=C2O)C(=O)NCN3CCN(CCO)CC3)C(=O)c4c(O)cccc4C5(C)O,54688706,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1922,CN(C)C2C1CC5C(=C(O)C1(O)C(=O)C(=C2O)C(=O)NCN3CCN(CC3)C(=N)NC(N)=N)C(=O)c4c(O)cccc4C5(C)O,54686186,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1923,CN(C)C2C1CC5C(=C(O)C1(O)C(=O)C(=C2O)C(=O)NCN3CCCC3)C(=O)c4c(O)cccc4C5(C)O,54687414,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1924,CN(C)C2C1CC5C(=C(O)C1(O)C(=O)C(=C2O)C(=O)NCN3CCCC(C3)C(O)=O)C(=O)c4c(O)cccc4C5(C)O,54688708,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1925,CN(C)C2C1CC5C(=C(O)C1(O)C(=O)C(=C2O)C(=O)NC(N3CCN(CCO)CC3)C(O)=O)C(=O)c4c(O)cccc4C5(C)O,54708152,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1926,CN(C)C2C1CC4C(=C(O)C1(O)C(=O)C(=C2O)C(N)=O)C(=O)c3c(O)cccc3C4(C)O,54685734,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1927,CN(C)C2C1CC4C(=C(O)C1(O)C(=O)C(=C2O)C(N)=O)C(=O)c3c(O)ccc(Cl)c3C4(C)O,54677440,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1928,CN(C)C2C1CC4C(=C(O)C1(O)C(=O)C(=C2O)C(=O)NCO)C(=O)c3c(O)ccc(Cl)c3C4(C)O,76169525,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1929,CN(C)C2C1CC4C(=C(O)C1(O)C(=O)C(=C2O)C(=O)NCNCCCCC(N)C(O)=O)C(=O)c3c(O)cccc3C4(C)O,54724371,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1930,CN(C)C2C1C(O)C4C(=C(O)C1(O)C(=O)C(=C2O)C(N)=O)C(=O)c3c(O)cccc3C4(C)O,54686003,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1931,CN(C)c2c(C)n(C)n(c1ccccc1)c2=O,6009,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1932,CN(C)c1cnccn1,23483,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1933,CN(C)C1CCc2[nH]c3ccccc3c2C1,36082,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1934,CN(C)C1C2CC3C(=C(O)C2(O)C(=O)C(=C1O)C(=O)NCN(C)CCN(C)CNC(=O)C1=C(O)C(C2CC4C(=C(O)C2(O)C1=O)C(=O)c1c(cccc1C4(C)O)O)N(C)C)C(=O)c1c(cccc1C3(C)O)O,54720851,0,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1935,CN(C)C1=NC(=O)C(O1)c1ccccc1,12602,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1936,CN(C)C[C@@](O)([H])[C@@]([H])(C1=CC=CC=C1)C2=CC=CC([Cl])=C2,71985,1,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1937,CN(C)C/C=C(/C1=C/C=C(/[Br])C=C1)C2=CC=CN=C2,5365247,1,Shen et al. J Chem Inf Model.  2010;50(6):1034-1041. DOI: 10.1021/ci100104j ,,
1938,CN(C)C(CCOc1cccc2ccccc12)c3ccccc3,6093437,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1939,CN(C)C(C)(CO)Cc1ccc(Cl)c(Cl)c1,131074,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1940,CN(C)C(=O)OC3N=C(c1ccccc1)c2cc(Cl)ccc2N(C)C3=O,37367,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1941,CN(C)C(=O)COC2c1ccccc1CCc3ccccc23,34624,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1942,CN(C)C(=O)CCNc1ccc(Br)cc1,68839,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1943,CN(C)C(=O)Cc1c(nc2ccc(C)cn12)c3ccc(C)cc3,5732,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1944,CN(C)C(=O)C2(CCN(CCCC(=O)c1ccc(F)cc1)CC2)c3ccc(Cl)cc3,71101,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
1945,CN(C)C(=O)c1nc(CNC(=O)CN)n(n1)c2ccc(Cl)cc2C(=O)c3ccccc3Cl,5069,1,Zhao et al.  J Chem Inf Model. 2007;47(1):170–175. DOI:10.1021/ci600312d,,
